organism	name
Enterococcus	devriesei
Formosa	agariphila
Neoasaia	chiangmaiensis
Photobacterium	ganghwense
Gordonia	soli
Shimia	marina
Citreimonas	salinaria
Halarsenatibacter	silvermanii
Wheat	blue
Porphyromonas	somerae
Porphyromonas	somerae
Sharpea	azabuensis
Leptolyngbya	valderiana
Dokdonella	koreensis
Pontibacter	actiniarum
Mycobacterium	alsense
Bacillus	infantis
Psychroserpens	mesophilus
Coxiella	endosymbiont
Gramella	portivictoriae
Dokdonia	donghaensis
Polaribacter	dokdonensis
Caballeronia	telluris
Neisseria	animaloris
Neisseria	zoodegmatis
Paraglaciecola	psychrophila
Demequina	aestuarii
Bifidobacterium	crudilactis
Pseudoalteromonas	byunsanensis
Nocardia	jejuensis
Porphyrobacter	dokdonensis
Syntrophorhabdus	aromaticivorans
Enterococcus	aquimarinus
Nonlabens	dokdonensis
Parabacteroides	goldsteinii
Alistipes	shahii
Chroogloeocystis	siderophila
Cohnella	thermotolerans
Desulfosporosinus	lacus
Colwellia	aestuarii
Amycolatopsis	jejuensis
Nitrospira	defluvii
Marinobacter	psychrophilus
Tetrasphaera	jenkinsii
Sphingomonas	azotifigens
Kribbia	dieselivorans
Mycetocola	reblochoni
Nonlabens	spongiae
Pediococcus	stilesii
Kamptonema	formosum
Sphingobium	japonicum
Truepera	radiovictrix
Exiguobacterium	sibiricum
Actinomyces	ruminicola
Parapedobacter	koreensis
Pedobacter	suwonensis
Roseivirga	spongicola
[Clostridium]	asparagiforme
Providencia	heimbachae
Gracilibacillus	orientalis
Psychrobacter	arcticus
Rickettsia	tamurae
Salinivibrio	proteolyticus
Sporosarcina	koreensis
Sporosarcina	koreensis
Vibrio	litoralis
Arthrobacter	subterraneus
Thermovirga	lienii
Paracoccus	tibetensis
Stenotrophomonas	ginsengisoli
Thorsellia	anophelis
Rhodonellum	psychrophilum
Oenococcus	kitaharae
Pontibacter	roseus
Chlorobium	chlorochromatii
Vulcanibacillus	modesticaldus
Roseovarius	pacificus
Pseudodonghicola	xiamenensis
Mycobacterium	colombiense
Desulfovermiculus	halophilus
Desulfosporosinus	youngiae
Thalassobius	mediterraneus
Criblamydia	sequanensis
Thermodesulfovibrio	thiophilus
Tuberibacillus	calidus
Actinoalloteichus	hymeniacidonis
Desulfatirhabdium	butyrativorans
Amorphus	coralli
Desulfovibrio	frigidus
Desulfotomaculum	arcticum
Herbaspirillum	hiltneri
Lactonifactor	longoviformis
[Clostridium]	saccharogumia
Peptostreptococcus	stomatis
Agrococcus	lahaulensis
Amycolatopsis	taiwanensis
[Clostridium]	glycyrrhizinilyticum
Lacinutrix	mariniflava
Acidovorax	caeni
Agrococcus	casei
Paenibacillus	barengoltzii
Pelagibaca	bermudensis
Sphingomonas	dokdonensis
Flavobacterium	soli
Pseudoxanthomonas	dokdonensis
Algoriphagus	terrigena
Hymenobacter	psychrotolerans
Luteibacter	yeojuensis
Geobacter	pickeringii
Amycolatopsis	benzoatilytica
Herbaspirillum	rhizosphaerae
Lysobacter	daejeonensis
Flagellimonas	eckloniae
Croceitalea	dokdonensis
Echinicola	pacifica
Moraxella	boevrei
Asticcacaulis	benevestitus
Rhodanobacter	spathiphylli
Streptomyces	davawensis
Lactobacillus	siliginis
Propionicicella	superfundia
Streptacidiphilus	oryzae
Rhizobium	favelukesii
Desulfotomaculum	thermosubterraneum
Desulfovirgula	thermocuniculi
Thalassotalea	agarivorans
Megasphaera	paucivorans
Micavibrio	aeruginosavorus
Corynebacterium	marinum
Clostridium	cavendishii
Clostridium	hydrogeniformans
Flavobacterium	daejeonense
Flavobacterium	suncheonense
Alkalilimnicola	ehrlichii
Oscillibacter	valericigenes
Paucisalibacillus	globulus
Polynucleobacter	cosmopolitanus
Geobacter	uraniireducens
Xenorhabdus	koppenhoeferi
Xenorhabdus	doucetiae
Xenorhabdus	cabanillasii
Xenorhabdus	hominickii
Arenimonas	malthae
Spongiibacter	marinus
Niastella	yeongjuensis
Niastella	koreensis
Mucilaginibacter	lappiensis
Amphritea	atlantica
Chitinimonas	koreensis
Chryseobacterium	wanjuense
Bacillus	kribbensis
Albimonas	donghaensis
Leeia	oryzae
Alloscardovia	criceti
Bifidobacterium	tsurumiense
Micromonospora	coxensis
Siccibacter	turicensis
Lactobacillus	parabrevis
Psychromonas	ingrahamii
Microbacterium	indicum
Nocardia	harenae
[Clostridium]	citroniae
Nonomuraea	candida
Shewanella	loihica
Smaragdicoccus	niigatensis
Methylotenera	mobilis
Bryobacter	aggregatus
Zavarzinella	formosa
Schlesneria	paludicola
Lentzea	kentuckyensis
Amphibacillus	sediminis
Leeuwenhoekiella	blandensis
Crenothrix	polyspora
Bellilinea	caldifistulae
Longilinea	arvoryzae
Roseburia	inulinivorans
Devosia	soli
Rubritalea	marina
Streptococcus	pseudoporcinus
Altererythrobacter	epoxidivorans
Terribacillus	halophilus
Pseudarthrobacter	phenanthrenivorans
Streptomyces	vietnamensis
Chitinilyticum	aquatile
Spiroplasma	cantharicola
Kaistia	granuli
Prevotella	stercorea
Ktedonobacter	racemifer
Solirubrobacter	soli
Bacillus	ginsengihumi
Bacillus	panaciterrae
Chelatococcus	sambhunathii
Sulfurivirga	caldicuralii
Azohydromonas	australica
Pseudomonas	pohangensis
Paracoccus	homiensis
Loktanella	koreensis
Janibacter	hoylei
Verminephrobacter	eiseniae
Granulibacter	bethesdensis
Ferrimonas	kyonanensis
Ferrimonas	futtsuensis
Chryseobacterium	caeni
Paenisporosarcina	quisquiliarum
Pelosinus	fermentans
Frankia	discariae
Belnapia	moabensis
Sulfurospirillum	cavolei
Loktanella	atrilutea
Pseudonocardia	oroxyli
Ruania	albidiflava
Phycicoccus	jejuensis
Salinicoccus	luteus
Morganella	psychrotolerans
Rheinheimera	perlucida
Paenibacillus	terrigena
Flaviramulus	basaltis
Mesonia	mobilis
Rickettsia	raoultii
Saccharomonospora	saliphila
Gallionella	capsiferriformans
Mycobacterium	rutilum
Aureimonas	altamirensis
Microbacterium	pygmaeum
Arenimonas	composti
Sphingomonas	mucosissima
Flavobacterium	filum
Brevundimonas	aveniformis
Runella	limosa
Bacillus	acidiceler
Aerococcus	suis
Streptomyces	monomycini
Isoptericola	dokdonensis
Fischerella	thermalis
Calditerricola	satsumensis
Hydrogenovibrio	halophilus
Bartonella	tamiae
Campylobacter	cuniculorum
Reinekea	blandensis
Arenimonas	donghaensis
Lactobacillus	backii
Gulbenkiania	indica
Pseudooceanicola	nanhaiensis
Natranaerobius	thermophilus
Gordonia	shandongensis
Halomonas	gudaonensis
Olivibacter	sitiensis
Halotalea	alkalilenta
Desulfovibrio	bizertensis
Zhouia	amylolytica
Paracoccus	halophilus
Bacteroides	barnesiae
Bacteroides	salanitronis
Variovorax	soli
Thermobacillus	composti
Methyloversatilis	universalis
Novosphingobium	nitrogenifigens
Cyanobacterium	aponinum
Streptomyces	bingchenggensis
Ruegeria	mobilis
[Scytonema	hofmanni]
Trabulsiella	odontotermitis
Paenibacillus	fonticola
Niabella	aurantiaca
Pseudomonas	protegens
Cohnella	laeviribosi
Glycomyces	sambucus
Streptomyces	alni
Streptococcus	ictaluri
Thiohalospira	halophila
Thiohalorhabdus	denitrificans
Amycolatopsis	nigrescens
Herbiconiux	ginsengi
Lactobacillus	thailandensis
Lactobacillus	camelliae
Thermocrinis	minervae
Algiphilus	aromaticivorans
[Bacteroides]	pectinophilus
Ornithinimicrobium	pekingense
Bacillus	aidingensis
Pseudophaeobacter	arcticus
Thermophagus	xiamenensis
Cryobacterium	psychrotolerans
Prevotella	timonensis
Mycobacterium	senuense
Bacteroides	coprophilus
Maribius	pelagius
Parabacteroides	johnsonii
Cyclobacterium	lianum
Labrenzia	alexandrii
Algoriphagus	machipongonensis
Bartonella	australis
Pontibacter	akesuensis
Candidatus	Protochlamydia
Pedobacter	rhizosphaerae
Loktanella	tamlensis
Salinimicrobium	catena
Wenxinia	marina
Jannaschia	pohangensis
Lactobacillus	farraginis
Lactobacillus	parafarraginis
Nisaea	denitrificans
Echinicola	vietnamensis
Actinocatenispora	sera
Lysobacter	defluvii
Aquincola	tertiaricarbonis
Alicyclobacillus	kakegawensis
Alicyclobacillus	macrosporangiidus
Alicyclobacillus	contaminans
Geoalkalibacter	ferrihydriticus
Sphingomonas	jaspsi
Deinococcus	misasensis
Lactobacillus	crustorum
Methylophaga	thiooxydans
Lactobacillus	aquaticus
Perlucidibaca	piscinae
Terriglobus	roseus
Terriglobus	roseus
Uliginosibacterium	gangwonense
Halalkalibacillus	halophilus
Actinomadura	chibensis
Bacteroides	propionicifaciens
Mesoflavibacter	zeaxanthinifaciens
Mesoflavibacter	zeaxanthinifaciens
Gracilibacillus	lacisalsi
Donghicola	eburneus
Skermanella	aerolata
Congregibacter	litoralis
Pseudoruegeria	aquimaris
Natronincola	ferrireducens
Anaerobacillus	alkalilacustris
Porphyromonas	crevioricanis
Hyalangium	minutum
Bhargavaea	cecembensis
Bhargavaea	cecembensis
Amycolatopsis	saalfeldensis
Sulfitobacter	marinus
Ferrimonas	senticii
Sphingorhabdus	marina
Nocardioides	insulae
Chromobacterium	haemolyticum
Clostridium	taeniosporum
Lactobacillus	ceti
Curtobacterium	ammoniigenes
Coraliomargarita	akajimensis
Bartonella	rochalimae
Gilvimarinus	chinensis
Pseudooceanicola	marinus
Brachybacterium	phenoliresistens
Lactobacillus	secaliphilus
Acinetobacter	brisouii
Aestuariimicrobium	kwangyangense
Lactobacillus	hayakitensis
Andreprevotia	chitinilytica
Sphingomonas	sanxanigenens
Marmoricola	aequoreus
Barnesiella	viscericola
Segetibacter	koreensis
Proteiniclasticum	ruminis
Lactobacillus	composti
Helicobacter	macacae
Mycobacterium	shinjukuense
Zunongwangia	profunda
Rhodococcus	kyotonensis
Lactobacillus	ghanensis
Tessaracoccus	flavescens
Desulfocurvus	vexinensis
Agrococcus	jejuensis
Robiginitalea	myxolifaciens
Paludibacterium	yongneupense
Streptococcus	merionis
Pontibacter	korlensis
Microbacterium	ginsengisoli
Cohnella	panacarvi
Wohlfahrtiimonas	chitiniclastica
Deefgea	rivuli
Corynebacterium	ureicelerivorans
Aureimonas	ureilytica
Aureimonas	ureilytica
Paenibacillus	taiwanensis
Halobacillus	mangrovi
Kushneria	avicenniae
Nocardioides	exalbidus
Actinomycetospora	chiangmaiensis
Flavobacterium	terrigena
Syntrophomonas	palmitatica
Streptomyces	radiopugnans
Shewanella	piezotolerans
Maritimibacter	alkaliphilus
Syntrophomonas	zehnderi
Nonomuraea	coxensis
Salinicola	socius
Nocardia	acidivorans
Marinobacterium	litorale
Geminicoccus	roseus
Mycobacterium	salmoniphilum
Alicyclobacillus	acidocaldarius
Micromonospora	pattaloongensis
Paracoccus	saliphilus
Actinopolyspora	xinjiangensis
Leisingera	daeponensis
Streptacidiphilus	rugosus
Oceanobacillus	caeni
Thiomicrospira	microaerophila
Aquisalimonas	asiatica
Rubripirellula	obstinata
Sphingomonas	astaxanthinifaciens
Pseudosphingobacterium	domesticum
Salinicoccus	halodurans
Sediminibacillus	albus
Pelobacter	seleniigenes
Rhodobacter	vinaykumarii
Streptomyces	xiamenensis
Rhodococcus	kunmingensis
Chitinophaga	terrae
Leptospira	kmetyi
Devosia	insulae
Comamonas	composti
Bacillus	coahuilensis
Dyadobacter	koreensis
Clostridiisalibacter	paucivorans
Treponema	pedis
Leptospira	wolffii
Coprococcus	comes
Candidatus	Vesicomyosocius
Gordonia	malaquae
Gramella	forsetii
Streptacidiphilus	melanogenes
Rhizobium	miluonense
Chryseobacterium	daeguense
Thermosulfidibacter	takaii
Intrasporangium	oryzae
Microterricola	viridarii
Desulfotomaculum	hydrothermale
Paraburkholderia	rhizoxinica
Sediminibacterium	ginsengisoli
Solimonas	soli
[Polyangium]	brachysporum
Pedobacter	insulae
Lysobacter	dokdonensis
Lactobacillus	similis
Paenibacillus	donghaensis
Proteiniborus	ethanoligenes
Janibacter	corallicola
Pseudoxanthomonas	spadix
Flavobacterium	terrae
Thiohalomonas	denitrificans
Solimonas	flava
Nodosilinea	nodulosa
Ferrovum	myxofaciens
Selenomonas	bovis
Halomonas	saccharevitans
Halomonas	subterranea
Paraburkholderia	caballeronis
Streptomyces	indicus
Enterococcus	thailandicus
Lactobacillus	equigenerosi
Neptunomonas	japonica
Brevibacterium	album
Saccharopolyspora	jiangxiensis
Azoarcus	olearius
Azonexus	hydrophilus
Salinicoccus	albus
Sneathiella	glossodoripedis
Filomicrobium	insigne
Nevskia	soli
Prevotella	amnii
Alloscardovia	omnicolens
Ochrobactrum	pseudogrignonense
Nocardia	speluncae
Jiangella	alkaliphila
Desulfoluna	spongiiphila
Halomonas	shengliensis
Hyunsoonleella	jejuensis
Marinobacterium	rhizophilum
Chryseobacterium	hominis
Clostridium	tepidiprofundi
Lactobacillus	equicursoris
Paraburkholderia	megapolitana
Sphingobium	ummariense
Jannaschia	donghaensis
Sulfitobacter	donghicola
Chryseobacterium	halperniae
Chryseobacterium	haifense
Chryseobacterium	bovis
Ectothiorhodospira	haloalkaliphila
Stenoxybacter	acetivorans
Mucilaginibacter	paludis
Elusimicrobium	minutum
Aureimonas	frigidaquae
Cellulosilyticum	ruminicola
Mycobacterium	arosiense
Pseudomonas	guineae
Prevotella	nanceiensis
Natronincola	peptidivorans
Alkaliphilus	peptidifermentans
Flavobacterium	subsaxonicum
Algoriphagus	vanfongensis
Sediminibacterium	salmoneum
Alkalibacterium	pelagium
Nocardia	rhamnosiphila
Bacillus	chagannorensis
Salsuginibacillus	kocurii
Humibacter	albus
Nitriliruptor	alkaliphilus
Bacillus	alkalinitrilicus
Desulfurivibrio	alkaliphilus
Dethiobacter	alkaliphilus
Moritella	dasanensis
Jonquetella	anthropi
Pseudoxanthomonas	indica
Devosia	chinhatensis
Devosia	crocina
Marinobacter	segnicrescens
Pedobacter	steynii
Methylacidiphilum	kamchatkense
Pelomonas	puraquae
Mycobacterium	setense
Lactobacillus	senmaizukei
Acetobacter	ghanensis
Demequina	lutea
Spirosoma	luteum
Paenibacillus	ginsengihumi
Idiomarina	sediminum
Deinococcus	peraridilitoris
Nocardioides	halotolerans
Pseudoxanthobacter	soli
Pseudacidovorax	intermedius
Lysobacter	spongiicola
Algoriphagus	hitonicola
Lysobacter	capsici
Idiomarina	salinarum
Franconibacter	pulveris
Sphingopyxis	indica
Granulosicoccus	antarcticus
Robiginitomaculum	antarcticum
Megamonas	funiformis
Sutterella	parvirubra
Pseudomonas	marincola
Ruminococcus	gauvreauii
Salinimicrobium	xinjiangense
Methylomarinum	vadi
Streptococcus	henryi
Streptococcus	caballi
Prevotella	maculosa
Pelagibacterium	luteolum
Maribacter	stanieri
Tropicibacter	naphthalenivorans
Tropicimonas	isoalkanivorans
Tranquillimonas	alkanivorans
Rhodobaca	barguzinensis
Corynebacterium	timonense
Corynebacterium	massiliense
Halolactibacillus	alkaliphilus
Knoellia	aerolata
Phycicoccus	dokdonensis
Devosia	geojensis
Tanticharoenia	sakaeratensis
Bacillus	plakortidis
Sporolactobacillus	vineae
Maribacter	forsetii
Mycobacterium	insubricum
Gryllotalpicola	ginsengisoli
Psychromonas	ossibalaenae
Reyranella	massiliensis
Pandoraea	thiooxydans
Dyella	thiooxydans
Chryseobacterium	soli
Adlercreutzia	equolifaciens
Eudoraea	adriatica
Niabella	soli
Kaistia	soli
Acetobacter	senegalensis
Kocuria	flava
Leptospira	licerasiae
Simiduia	agarivorans
Thermoanaerobacter	uzonensis
Caldanaerovirga	acetigignens
Ekhidna	lutea
Tenacibaculum	soleae
Rhizobium	selenitireducens
Lactobacillus	pobuzihii
Croceicoccus	marinus
Microbacterium	profundi
Nocardioides	dokdonensis
Rudanella	lutea
Pseudogulbenkiania	subflava
Microbacterium	luticocti
Chryseobacterium	aquaticum
Streptomyces	scopuliridis
Pseudoclavibacter	soli
Amphritea	japonica
Roseomonas	aerilata
Desulfarculus	baarsii
Agromyces	aureus
Rhodobacter	aestuarii
Bdellovibrio	exovorus
Henriciella	marina
Joostella	marina
Halomonas	lutea
Paraprevotella	xylaniphila
Kiloniella	laminariae
Chthonomonas	calidirosea
Pyrinomonas	methylaliphatogenes
Pedobacter	agri
Gracilimonas	tropica
Maritalea	myrionectae
Spongiibacter	tropicus
Thalassobaculum	salexigens
Nocardia	terpenica
Chryseobacterium	gregarium
Caldanaerobius	fijiensis
Bizionia	argentinensis
Saccharibacillus	sacchari
Streptococcus	plurextorum
Polaromonas	jejuensis
Elioraea	tepidiphila
Chloracidobacterium	thermophilum
Halodesulfovibrio	marinisediminis
Bacillus	cecembensis
Planomicrobium	glaciei
Nakamurella	lactea
Saccharibacillus	kuerlensis
Mycobacterium	noviomagense
Kribbella	catacumbae
Lactobacillus	nodensis
Actinomyces	massiliensis
Alkaliphilus	oremlandii
Flavisolibacter	ginsengisoli
Pontibacillus	yanchengensis
Bordetella	bronchialis
Bordetella	genomosp.
Halomonas	korlensis
Rhizobium	oryzae
Rhizobium	oryzae
Veillonella	magna
Steroidobacter	denitrificans
Desulfovibrio	litoralis
Singulisphaera	acidiphila
Ilumatobacter	nonamiensis
Ilumatobacter	coccineus
Lachnoanaerobaculum	saburreum
Lachnoanaerobaculum	saburreum
Flavobacterium	fluvii
Lactobacillus	hordei
Prevotella	histicola
Psychroflexus	sediminis
Gracilibacillus	halophilus
Salinimicrobium	terrae
Gordonibacter	pamelaeae
Dasania	marina
Bifidobacterium	bombi
Alicyclobacillus	ferrooxydans
Haloplasma	contractile
Geofilum	rubicundum
Nitratireductor	basaltis
Nitratireductor	basaltis
Pseudomonas	sabulinigri
Devriesea	agamarum
Pantoea	septica
Nitrosococcus	watsonii
Vibrio	mangrovi
Granulicella	pectinivorans
Granulicella	rosea
Hydrogenoanaerobacterium	saccharovorans
Mesorhizobium	alhagi
Roseovarius	aestuarii
Pedobacter	nyackensis
Pseudohaliea	rubra
Altererythrobacter	ishigakiensis
Desulfosporosinus	acididurans
Modestobacter	marinus
Bacteroides	graminisolvens
Filimonas	lacunae
Aliiglaciecola	lipolytica
Lishizhenia	tianjinensis
Calditerrivibrio	nitroreducens
Lewinella	agarilytica
Haematomicrobium	sanguinis
Brevibacterium	ravenspurgense
Gluconobacter	morbifer
Commensalibacter	intestini
Virgibacillus	siamensis
Virgibacillus	soli
Pediococcus	argentinicus
Mycobacterium	lepromatosis
Myroides	profundi
Tatumella	saanichensis
Halomonas	ilicicola
Lactobacillus	odoratitofui
Lactobacillus	capillatus
Bartonella	rattaustraliani
Tamlana	agarivorans
Nautella	italica
Lactobacillus	rapi
Sediminibacillus	halophilus
Oscillatoria	nigro-viridis
Thermus	arciformis
Lactobacillus	fabifermentans
Lactobacillus	cacaonum
Thermobifida	halotolerans
Geoalkalibacter	subterraneus
Oleibacter	marinus
Roseomonas	stagni
Thalassomonas	actiniarum
Actinophytocola	xinjiangensis
Mycobacterium	riyadhense
Dialister	succinatiphilus
Barnesiella	intestinihominis
Parasutterella	excrementihominis
Pseudomonas	xinjiangensis
Acinetobacter	soli
Aequorivita	capsosiphonis
Shewanella	marina
Mycobacterium	kyorinense
Mycobacterium	kyorinense
Corynebacterium	ulceribovis
Marinobacter	mobilis
Marinobacter	zhejiangensis
Desulfonatronospira	thiodismutans
Solimonas	aquatica
Corynebacterium	sputi
Hydrocarboniphaga	daqingensis
Flavobacterium	caeni
Amycolatopsis	marina
Lutimaribacter	saemankumensis
Litoreibacter	arenae
Leucobacter	chironomi
Brachymonas	chironomi
Methylophilus	rhizosphaerae
Dyadobacter	alkalitolerans
Rhizobium	alamii
Chryseobacterium	palustre
Microbulbifer	donghaiensis
Paeniglutamicibacter	antarcticus
Hymenobacter	daecheongensis
Brevibacillus	panacihumi
Arenimonas	oryziterrae
Flavobacterium	rivuli
Streptomyces	specialis
Syntrophaceticus	schinkii
Tepidanaerobacter	acetatoxydans
Dietzia	timorensis
Nocardiopsis	sinuspersici
Glaciibacter	superstes
Porphyromonas	bennonis
Thermodesulfatator	atlanticus
Butyricicoccus	pullicaecorum
Thalassospira	profundimaris
Gemella	asaccharolytica
Deinococcus	gobiensis
Streptococcus	porci
Erythrobacter	gangjinensis
Salisaeta	longa
Flavobacterium	sasangense
Kushneria	aurantia
Enterovibrio	nigricans
Spirochaeta	cellobiosiphila
Cellulophaga	tyrosinoxydans
Jejuia	pallidilutea
Actinopolymorpha	cephalotaxi
Alloactinosynnema	album
Geodermatophilus	ruber
Sinosporangium	album
Novosphingobium	acidiphilum
Arcobacter	marinus
Maribacter	antarcticus
Marivita	cryptomonadis
Chelonobacter	oris
Roseovarius	halotolerans
Halomonas	chromatireducens
Peptoniphilus	duerdenii
Cloacibacillus	evryensis
Neiella	marina
Nocardia	mikamii
Sciscionella	marina
Flavobacterium	cauense
Chryseobacterium	solincola
Methylacidiphilum	infernorum
Rufibacter	tibetensis
Dictyoglomus	turgidum
Caloramator	australicus
Lacticigenium	naphtae
Prevotella	falsenii
Nesterenkonia	alba
Pontibaca	methylaminivorans
Muricauda	lutaonensis
Providencia	sneebia
Jeotgalicoccus	marinus
Pontibacillus	litoralis
Pontibacillus	halophilus
Stenotrophomonas	chelatiphaga
Pseudooceanicola	nitratireducens
Streptomyces	nanshensis
Bifidobacterium	mongoliense
Lactobacillus	sucicola
Alcanivorax	hongdengensis
Bacillus	trypoxylicola
Vagococcus	teuberi
Bacillus	korlensis
Thermotalea	metallivorans
Fervidicola	ferrireducens
Thermovenabulum	gondwanense
Loktanella	pyoseonensis
Pseudomonas	caeni
Pseudomonas	massiliensis
Sphingobium	lactosutens
Marinobacter	santoriniensis
Paracoccus	chinensis
Thiothrix	lacustris
Thiothrix	caldifontis
Haloglycomyces	albus
Oceanibaculum	indicum
Vibrio	ostreicida
Krasilnikoviella	flava
Lactobacillus	kimchicus
Azospirillum	thiophilum
Belliella	pelovolcani
Frateuria	terrea
Sphingomonas	changbaiensis
Rhodoluna	lacicola
Prauserella	marina
Marinactinospora	thermotolerans
Pelagibacterium	halotolerans
Gracilibacillus	ureilyticus
Actinopolymorpha	alba
Mesorhizobium	australicum
Chitinophaga	niabensis
Stappia	indica
Limnohabitans	planktonicus
Rudaea	cellulosilytica
Roseovarius	indicus
Thermus	islandicus
Corynebacterium	lubricantis
Altererythrobacter	marensis
Actinomyces	oris
Actinomyces	johnsonii
Butyricimonas	synergistica
Arcobacter	thereius
Massilia	niastensis
Streptomyces	silaceus
Henriciella	aquimarina
Oceanobacillus	oncorhynchi
Carnobacterium	jeotgali
Paraoerskovia	marina
Amycolatopsis	australiensis
Friedmanniella	luteola
Friedmanniella	sagamiharensis
Verrucosispora	sediminis
Phycisphaera	mikurensis
Natribacillus	halophilus
Flavihumibacter	petaseus
Francisella	halioticida
Microvirga	guangxiensis
Bavariicoccus	seileri
Bacillus	horneckiae
Edaphobacillus	lindanitolerans
Niastella	populi
Pseudonocardia	acaciae
Chryseobacterium	piscicola
Aromatoleum	aromaticum
Caldicoprobacter	oshimai
Duganella	sacchari
Arachidicoccus	rhizosphaerae
Methylobacillus	rhizosphaerae
Mucilaginibacter	gossypiicola
Sediminimonas	qiaohouensis
Salinarimonas	rosea
Elstera	litoralis
Dehalogenimonas	lykanthroporepellens
Chitiniphilus	shinanonensis
Pseudomonas	pelagia
Vibrio	breoganii
Alishewanella	agri
Cobetia	crustatorum
Halomonas	jeotgali
Photobacterium	leiognathi
Tersicoccus	phoenicis
Phocaeicola	abscessus
Galbibacter	marinus
Citreicella	marina
Staphylococcus	massiliensis
Neomicrococcus	aestuarii
Propionibacterium	acidifaciens
Pseudomonas	benzenivorans
Corynebacterium	freiburgense
Chryseobacterium	angstadtii
Chryseobacterium	piperi
Arenibacter	nanhaiticus
Lentibacillus	jeotgali
Salinicoccus	carnicancri
Mycobacterium	mantenii
Sphingobacterium	psychroaquaticum
Aquamicrobium	aerolatum
Mameliella	alba
Maribacter	arcticus
Lysinibacillus	sinduriensis
Dethiosulfovibrio	salsuginis
Aliagarivorans	marinus
Siphonobacter	aquaeclarae
Salinisphaera	hydrothermalis
Sphingomonas	hankookensis
Spirosoma	rigui
Marinobacter	antarcticus
Roseicitreum	antarcticum
Mycobacterium	bacteremicum
Herbidospora	sakaeratensis
Henriciella	litoralis
Micromonospora	rhizosphaerae
Alteribacillus	persepolensis
Staphylococcus	microti
Salinihabitans	flavidus
Planomicrobium	flavidum
Marinifilum	fragile
Sphingobium	faniae
Spongiibacterium	flavum
Aquimarina	spongiae
Edaphobacter	aggregans
Salimicrobium	flavidum
Pseudoruegeria	lutimaris
Desulfovibrio	legallii
Luteipulveratus	mongoliensis
Corynebacterium	mustelae
Piscibacillus	halophilus
Pedobacter	luteus
Roseovarius	nanhaiticus
Chitinophaga	rupis
Aidingimonas	halophila
Bacillus	manliponensis
Photorhabdus	temperata
Micrococcus	terreus
Nocardioides	terrae
Pseudomonas	taeanensis
Corynebacterium	maris
Celeribacter	halophilus
Salinicoccus	qingdaonensis
Lentibacter	algarum
Polynucleobacter	necessarius
Polynucleobacter	asymbioticus
Demequina	salsinemoris
Halobacillus	hunanensis
Dokdonella	immobilis
Mesonia	phycicola
Indibacter	alkaliphilus
Enterorhabdus	mucosicola
Bacillus	cytotoxicus
Oceanibaculum	pacificum
Rubidibacter	lacunae
Methylobacterium	phyllostachyos
Methylobacterium	gossipiicola
Microbacterium	azadirachtae
Rhodanobacter	glycinis
Oceanobacillus	sojae
Jeotgalicoccus	halophilus
Terribacillus	aidingensis
Phycicoccus	cremeus
Yuhushiella	deserti
Celeribacter	neptunius
Patulibacter	americanus
Brevundimonas	naejangsanensis
Agromyces	flavus
Amycolatopsis	xylanica
Prevotella	fusca
Prevotella	scopos
Prevotella	dentasini
Alteromonas	australica
Nitritalea	halalkaliphila
Methylacidiphilum	fumariolicum
Ignavibacterium	album
Paracoccus	isoporae
Roseivivax	isoporae
Aeromonas	fluvialis
Acidovorax	soli
Kytococcus	aerolatus
Ruminococcus	faecis
Lutibacter	maritimus
Allofrancisella	guangzhouensis
Rhodopirellula	islandica
Prevotella	aurantiaca
Corynebacterium	pyruviciproducens
Erythrobacter	nanhaisediminis
Flavobacterium	sinopsychrotolerans
Olsenella	umbonata
Olsenella	umbonata
Meiothermus	rufus
Neisseria	wadsworthii
Neisseria	shayeganii
Asaia	astilbis
Lactobacillus	paucivorans
Arenibacter	algicola
Polycyclovorans	algicola
Desulfonatronum	thioautotrophicum
Desulfonatronum	thiosulfatophilum
Neptunomonas	antarctica
Soonwooa	buanensis
Virgibacillus	subterraneus
Parapedobacter	luteus
Parapedobacter	composti
Paenibacillus	tianmuensis
Nocardia	niwae
Bacteroides	fluxus
Alistipes	indistinctus
Odoribacter	laneus
Slackia	piriformis
Collinsella	tanakaei
Christensenella	minuta
Succinatimonas	hippei
Phascolarctobacterium	succinatutens
Brevibacterium	sandarakinum
Tomitella	biformata
Microlunatus	soli
Saccharomonospora	marina
Bacillus	beveridgei
Acinetobacter	rudis
Roseivivax	lentus
Nonomuraea	jiangxiensis
Prevotella	saccharolytica
Vagococcus	penaei
Rhodothermus	profundi
Arsenophonus	symbiont
Sphingomonas	rubra
Aestuariibacter	aggregatus
Chitinophaga	eiseniae
Kordiimonas	lacus
Lactobacillus	koreensis
Bifidobacterium	bohemicum
Bifidobacterium	actinocoloniiforme
Pyramidobacter	piscolens
Ruegeria	marina
Hoyosella	subflava
Lactobacillus	florum
Microbacterium	humi
Trichococcus	ilyis
Lentibacillus	persicus
Roseivivax	roseus
Lacinutrix	himadriensis
Colwellia	chukchiensis
Pricia	antarctica
Marmoricola	scoriae
Paenalcaligenes	hominis
Cecembia	lonarensis
Altererythrobacter	namhicola
Methylovulum	miyakonense
Listeria	rocourtiae
Haloactinobacterium	album
Bizionia	echini
Cesiribacter	andamanensis
Acetomicrobium	hydrogeniformans
